asset_plant_service_reading_id,asset_plant_id,next_service_smr_reading,estimated_units_per_day,estimated_next_service_date,latest_smr_readings,service_interval,last_service_date,latest_smr_date,last_service_smr,service_unit,created_by,created_date,last_modified_by,last_modified_date
263,291,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
264,294,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
265,295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
266,296,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
267,297,1008000,1,30/8/4783,554,10000,20/1/2024,14/5/2025,998000,KILOMETER,MIGRATION,,,
268,298,66000,4,21/4/2029,60248,10000,28/9/2023,14/5/2025,56000,KILOMETER,MIGRATION,,,
269,299,1250,1,22/2/2026,971,250,16/3/2024,19/5/2025,1000,HOURS,MIGRATION,,,
270,300,2500,1,16/8/2025,2407,250,28/5/2024,15/5/2025,2250,HOURS,MIGRATION,,,
271,301,220000,16,4/9/2025,218237,10000,16/3/2024,17/5/2025,210000,KILOMETER,MIGRATION,,,
272,302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
273,303,16250,NULL,NULL,16081,250,2/8/2023,9/5/2024,16000,HOURS,MIGRATION,,,
274,304,8500,4,17/7/2025,8156,250,15/5/2025,15/5/2025,8250,HOURS,MIGRATION,,,
275,305,5250,4,3/6/2025,5169,250,30/8/2024,15/5/2025,5000,HOURS,MIGRATION,,,
276,306,6250,5,4/7/2025,6026,250,14/5/2025,19/5/2025,6000,HOURS,MIGRATION,,,
277,307,440000,54,6/10/2025,432462,10000,18/2/2025,19/5/2025,430000,KILOMETER,MIGRATION,,,
278,308,451000,35,20/7/2025,448824,10000,10/2/2025,19/5/2025,441000,KILOMETER,MIGRATION,,,
279,309,10000,21,14/8/2026,433,10000,12/12/2024,17/5/2025,0,HOURS,MIGRATION,,,
280,310,20988,5,12/7/2025,20735,250,16/5/2025,20/5/2025,20738,HOURS,MIGRATION,,,
281,311,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
282,312,14250,6,19/5/2025,14294,250,3/4/2025,19/5/2025,14000,HOURS,MIGRATION,,,
283,313,7250,6,19/5/2025,7303,250,11/4/2025,19/5/2025,7000,HOURS,MIGRATION,,,
284,314,13750,5,17/6/2025,13553,250,6/4/2025,9/5/2025,13500,HOURS,MIGRATION,,,
285,315,5000,5,19/5/2025,5008,250,7/4/2025,19/5/2025,4750,HOURS,MIGRATION,,,
286,316,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
287,317,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
288,318,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
289,319,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
290,320,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
291,321,17500,2,31/7/2025,17357,250,3/4/2025,17/5/2025,17250,HOURS,MIGRATION,,,
292,322,14500,3,5/8/2025,14254,250,14/5/2025,14/5/2025,14250,HOURS,MIGRATION,,,
293,323,12750,10,11/6/2025,12514,250,27/4/2025,17/5/2025,12500,HOURS,MIGRATION,,,
294,324,7000,3,22/4/2031,176,250,3/4/2025,17/5/2025,6750,HOURS,MIGRATION,,,
295,325,6250,2,28/6/2025,6167,250,22/8/2024,15/5/2025,6000,HOURS,MIGRATION,,,
296,326,7000,3,17/8/2025,6749,250,15/2/2025,15/5/2025,6750,HOURS,MIGRATION,,,
297,327,7000,3,NULL,NULL,250,24/4/2025,19/5/2025,6750,HOURS,MIGRATION,,,
298,328,5250,NULL,NULL,NULL,250,23/11/2022,NULL,5000,HOURS,MIGRATION,,,
299,329,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
300,330,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
301,331,10750,4,13/7/2025,10551,250,13/5/2025,19/5/2025,10500,HOURS,MIGRATION,,,
302,332,1000,4,21/7/2025,755,250,14/5/2025,19/5/2025,750,HOURS,MIGRATION,,,
303,333,9750,4,21/6/2025,9621,250,10/5/2025,19/5/2025,9500,HOURS,MIGRATION,,,
304,334,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
305,335,9500,4,13/7/2025,9273,250,11/5/2025,19/5/2025,9250,HOURS,MIGRATION,,,
306,336,9000,4,17/6/2025,8889,250,7/5/2025,19/5/2025,8750,HOURS,MIGRATION,,,
307,337,9500,5,9/6/2025,9401,250,1/5/2025,19/5/2025,9250,HOURS,MIGRATION,,,
308,338,10000,4,31/5/2025,9951,250,30/4/2025,19/5/2025,9750,HOURS,MIGRATION,,,
309,339,9000,3,16/6/2025,8906,250,30/4/2025,19/5/2025,8750,HOURS,MIGRATION,,,
310,340,8750,3,21/7/2025,8560,250,11/5/2025,19/5/2025,8500,HOURS,MIGRATION,,,
311,341,7500,2,5/7/2025,7384,250,31/10/2024,19/5/2025,7250,HOURS,MIGRATION,,,
312,342,9750,3,22/7/2025,9572,250,5/5/2025,19/5/2025,9500,HOURS,MIGRATION,,,
313,343,8750,2,12/2/2025,8546,250,11/6/2024,7/10/2024,8500,HOURS,MIGRATION,,,
314,344,182867,NULL,NULL,NULL,10000,17/9/2022,NULL,172867,KILOMETER,MIGRATION,,,
315,345,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
316,346,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
317,347,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
318,348,8250,3,28/5/2025,8226,250,29/1/2025,19/5/2025,8000,HOURS,MIGRATION,,,
319,349,10500,4,4/6/2025,10440,250,17/10/2024,19/5/2025,10250,HOURS,MIGRATION,,,
320,350,8250,3,3/9/2025,7955,250,17/5/2025,19/5/2025,8000,HOURS,MIGRATION,,,
321,351,7000,3,14/6/2025,6928,250,25/9/2024,19/5/2025,6750,HOURS,MIGRATION,,,
322,352,8000,3,4/7/2025,7843,250,7/4/2025,19/5/2025,7750,HOURS,MIGRATION,,,
323,354,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
324,355,14500,3,2/8/2025,14262,250,15/5/2025,19/5/2025,14250,HOURS,MIGRATION,,,
325,356,12500,3,23/6/2025,12377,250,6/1/2025,19/5/2025,12250,HOURS,MIGRATION,,,
326,357,3750,5,18/6/2025,3615,250,7/5/2025,20/5/2025,3500,HOURS,MIGRATION,,,
327,358,13750,3,24/6/2025,13638,250,3/4/2025,20/5/2025,13500,HOURS,MIGRATION,,,
328,359,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
329,360,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
330,361,12000,3,27/7/2025,11775,250,12/5/2025,20/5/2025,11750,HOURS,MIGRATION,,,
331,362,9750,4,30/6/2025,9560,250,17/4/2025,13/5/2025,9500,HOURS,MIGRATION,,,
332,363,10500,3,7/6/2025,10440,250,14/12/2024,19/5/2025,10250,HOURS,MIGRATION,,,
333,364,13750,6,3/6/2025,13672,250,8/4/2025,20/5/2025,13500,HOURS,MIGRATION,,,
334,365,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
335,366,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
336,367,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
337,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
338,371,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
339,372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
340,375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
341,376,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
342,377,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
343,378,5000,1,23/2/2026,4720,250,29/10/2022,19/5/2025,4750,HOURS,MIGRATION,,,
344,379,5750,1,6/2/2026,5487,250,28/10/2024,19/5/2025,5500,HOURS,MIGRATION,,,
345,380,500,1,12/10/2025,352,250,2/12/2022,17/5/2025,250,HOURS,MIGRATION,,,
346,381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
347,382,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
348,383,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
349,384,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
350,385,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
351,386,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
352,387,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
353,388,NULL,NULL,NULL,0,NULL,NULL,7/3/2025,NULL,HOURS,MIGRATION,,,
354,389,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
355,390,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
356,391,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
357,392,NULL,NULL,NULL,0,NULL,NULL,14/5/2025,NULL,HOURS,MIGRATION,,,
358,393,NULL,NULL,NULL,0,NULL,NULL,25/11/2024,NULL,DAY,MIGRATION,,,
359,394,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
360,395,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
361,396,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
362,397,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
363,398,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
364,399,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
365,400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
366,401,5500,1,6/12/2025,5299,250,20/6/2024,19/5/2025,5250,HOURS,MIGRATION,,,
367,402,8250,2,2/10/2025,7988,250,19/2/2025,19/5/2025,8000,HOURS,MIGRATION,,,
368,403,7750,1,30/6/2025,7699,250,30/5/2024,19/5/2025,7500,HOURS,MIGRATION,,,
369,404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
370,405,2000,1,28/9/2025,1866,250,22/11/2023,17/5/2025,1750,HOURS,MIGRATION,,,
371,406,4500,1,16/9/2025,4378,250,5/7/2023,17/5/2025,4250,HOURS,MIGRATION,,,
372,407,2750,1,6/2/2026,2485,250,26/10/2024,17/5/2025,2500,HOURS,MIGRATION,,,
373,408,3000,1,25/12/2025,2780,250,29/7/2024,19/5/2025,2750,HOURS,MIGRATION,,,
374,409,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
375,410,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
376,411,3000,1,14/9/2025,2880,250,12/6/2023,17/5/2025,2750,HOURS,MIGRATION,,,
377,412,NULL,NULL,NULL,0,NULL,NULL,28/4/2025,NULL,HOURS,MIGRATION,,,
378,413,4250,1,2/2/2026,3991,250,18/10/2024,19/5/2025,4000,HOURS,MIGRATION,,,
379,414,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
380,415,NULL,NULL,NULL,0,NULL,NULL,17/5/2025,NULL,HOURS,MIGRATION,,,
381,416,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
382,417,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
383,418,2500,1,3/9/2025,2391,250,28/10/2023,17/5/2025,2250,HOURS,MIGRATION,,,
384,419,1750,1,24/1/2026,1500,250,22/10/2024,19/5/2025,1500,HOURS,MIGRATION,,,
385,420,3250,1,25/6/2025,3213,250,13/4/2024,19/5/2025,3000,HOURS,MIGRATION,,,
386,421,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
387,422,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
388,423,2750,1,20/10/2025,2482,250,15/5/2024,25/1/2025,2500,HOURS,MIGRATION,,,
389,424,3750,1,16/12/2025,3537,250,3/11/2022,17/5/2025,3500,HOURS,MIGRATION,,,
390,425,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
391,426,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
392,427,NULL,NULL,NULL,0,NULL,NULL,13/12/2024,NULL,HOURS,MIGRATION,,,
393,428,4000,1,29/12/2025,3774,250,21/4/2023,17/5/2025,3750,HOURS,MIGRATION,,,
394,429,3750,1,12/9/2025,3632,250,28/1/2021,17/5/2025,3500,HOURS,MIGRATION,,,
395,430,3500,1,13/2/2026,3228,250,7/8/2024,17/5/2025,3250,HOURS,MIGRATION,,,
396,431,10250,1,11/2/2026,9982,250,6/3/2025,19/5/2025,10000,HOURS,MIGRATION,,,
397,432,8500,1,29/11/2025,8285,250,26/11/2024,19/5/2025,8250,HOURS,MIGRATION,,,
398,433,6750,2,23/6/2025,6676,250,18/2/2025,19/5/2025,6500,HOURS,MIGRATION,,,
399,434,3000,1,20/6/2025,2968,250,11/3/2024,19/5/2025,2750,HOURS,MIGRATION,,,
400,435,4000,1,5/8/2025,3920,250,10/5/2023,17/5/2025,3750,HOURS,MIGRATION,,,
401,436,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
402,437,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
403,438,3750,1,1/8/2025,3676,250,13/4/2024,19/5/2025,3500,HOURS,MIGRATION,,,
404,439,2250,1,4/2/2026,1987,250,17/2/2025,17/5/2025,2000,HOURS,MIGRATION,,,
405,440,3250,1,7/9/2025,3139,250,4/8/2023,19/5/2025,3000,HOURS,MIGRATION,,,
406,441,3750,1,23/9/2025,3623,250,19/3/2025,19/5/2025,3500,HOURS,MIGRATION,,,
407,442,8000,2,27/6/2025,7935,250,5/3/2025,19/5/2025,7750,HOURS,MIGRATION,,,
408,443,6750,2,17/7/2025,6654,250,9/3/2025,19/5/2025,6500,HOURS,MIGRATION,,,
409,444,1250,2,24/5/2025,1237,250,11/12/2024,19/5/2025,1000,HOURS,MIGRATION,,,
410,445,1500,NULL,NULL,NULL,250,NULL,NULL,1250,HOURS,MIGRATION,,,
411,446,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
412,447,NULL,161,NULL,988226,NULL,NULL,6/5/2025,NULL,KILOMETER,MIGRATION,,,
413,448,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
414,449,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
415,450,NULL,4,NULL,340,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
416,451,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
417,452,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
418,453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
419,454,NULL,3,NULL,7355,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
420,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
421,456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
422,457,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
423,458,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
424,459,NULL,3,NULL,7911,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
425,460,NULL,3,NULL,8404,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
426,461,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
427,462,NULL,4,NULL,7036,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
428,463,NULL,3,NULL,6636,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
429,464,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
430,465,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
431,466,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
432,467,NULL,3,NULL,18581,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
433,468,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
434,469,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
435,470,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
436,471,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
437,472,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
438,473,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
439,474,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
440,475,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
441,476,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
442,477,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
443,478,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
444,479,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
445,480,NULL,72,NULL,201657,NULL,NULL,6/5/2025,NULL,KILOMETER,MIGRATION,,,
446,481,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
447,482,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
448,483,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
449,484,NULL,2,NULL,17207,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
450,485,NULL,2,NULL,15992,NULL,NULL,6/5/2025,NULL,HOURS,MIGRATION,,,
451,486,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
452,487,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
453,488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
454,489,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
455,490,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
456,491,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
457,492,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
458,493,46000,247,22/5/2025,44807,10000,19/9/2024,17/5/2025,36000,KILOMETER,MIGRATION,,,
459,494,268000,2,9/1/2391,904,10000,18/5/2022,19/5/2025,258000,KILOMETER,MIGRATION,,,
460,495,2250,7,11/6/2025,2080,250,3/5/2025,19/5/2025,2000,HOURS,MIGRATION,,,
461,496,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
462,497,10250,1,22/10/2025,10094,250,10/10/2024,19/5/2025,10000,HOURS,MIGRATION,,,
463,498,17500,3,15/6/2025,17425,250,12/4/2025,20/5/2025,17250,HOURS,MIGRATION,,,
464,499,9000,2,23/4/2038,125,250,29/10/2024,20/5/2025,8750,HOURS,MIGRATION,,,
465,500,9000,1,1/1/2026,8716,250,29/4/2025,19/5/2025,8750,HOURS,MIGRATION,,,
466,501,8500,4,9/7/2025,8284,250,22/4/2025,19/5/2025,8250,HOURS,MIGRATION,,,
467,502,6000,3,2/7/2025,5852,250,8/5/2025,19/5/2025,5750,HOURS,MIGRATION,,,
468,503,6250,3,4/7/2025,6126,250,29/4/2025,19/5/2025,6000,HOURS,MIGRATION,,,
469,504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
470,505,NULL,NULL,NULL,0,NULL,NULL,15/1/2025,NULL,HOURS,MIGRATION,,,
471,506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
472,507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
473,508,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
474,509,NULL,NULL,NULL,0,NULL,NULL,16/5/2025,NULL,HOURS,MIGRATION,,,
475,510,NULL,NULL,NULL,4321,NULL,NULL,17/5/2025,NULL,HOURS,MIGRATION,,,
476,511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
477,512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
478,513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
479,514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
480,515,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
481,516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
482,517,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
483,518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
484,519,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
485,520,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
486,521,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
487,522,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
488,523,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
489,524,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
490,525,NULL,NULL,NULL,0,NULL,NULL,7/4/2025,NULL,HOURS,MIGRATION,,,
491,526,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
492,527,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
493,528,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
494,529,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
495,530,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
496,531,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
497,532,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
498,533,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
499,534,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
500,536,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
501,537,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
502,538,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
503,540,170000,133,21/6/2025,165632,10000,28/2/2025,19/5/2025,160000,KILOMETER,MIGRATION,,,
504,541,50000,29,2/9/2025,46831,10000,18/9/2023,16/5/2025,40000,KILOMETER,MIGRATION,,,
505,542,150000,500,2/6/2025,141296,10000,2/5/2025,16/5/2025,140000,KILOMETER,MIGRATION,,,
506,543,114000,49,31/7/2025,110408,10000,18/12/2024,19/5/2025,104000,KILOMETER,MIGRATION,,,
507,544,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
508,545,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
509,546,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
510,547,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
511,548,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
512,549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
513,550,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
514,551,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
515,552,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
516,553,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
517,554,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
518,555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
519,556,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
520,557,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
521,558,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
522,559,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
523,560,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
524,561,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
525,562,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
526,563,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
527,564,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
528,565,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
